Summe von Preis;;Jahr;;;;;;;;;;;;;;;;;;;;;;Weighted Prices: Price * Number of issues GoOs;;;;;;;;;;;;;;;;;;;;;
Irland;Biomass;47,45762712;46,94915254;46,44067797;45,93220339;45,42372881;5,308389844;5,308389844;5,308389844;5,308389844;5,308389844;5,308389844;5,308389844;5,308389844;5,308389844;5,308389844;5,308389844;7,641949219;7,641949219;7,641949219;7,641949219;7,641949219;;;0;0;0;0;0;272468,9531;298838,8928;327164,6541;357575,8943;390210,3469;425214,305;458150,0855;493316,4082;530853,988;570912,0347;613648,7511;949029,0915;1019004,076;1093603,985;1173116,376;1257845,995
Irland;Geothermal;47,45762712;46,94915254;46,44067797;45,93220339;45,42372881;44,91525424;44,40677966;43,89830508;43,38983051;42,88135593;42,37288136;42,20338983;42,03389831;41,86440678;41,69491525;41,52542373;41,3559322;41,18644068;40,33898305;39,23728814;38,13559322;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Irland;Hydro;1,137512109;1,314499219;1,314499219;1,314499219;1,314499219;1,314499219;1,314499219;1,314499219;1,314499219;1,314499219;1,314499219;1,314499219;1,314499219;1,609284375;1,847475;2,0530125;2,2842;2,2842;2,512215;2,947608984;2,947608984;;;1068651,355;1383142,242;1543094,644;1715584,429;1901465,457;2101645,626;2172310,392;2264966,796;2357623,2;2450279,604;2542936,008;2609432,323;2675928,638;3357431,913;3947824,195;4490887,6;5112151,937;5227702,316;5876630,579;7044224,229;7193334,349
Irland;Other RES;47,45762712;46,94915254;46,44067797;45,93220339;45,42372881;44,91525424;44,40677966;43,89830508;43,38983051;42,88135593;42,37288136;42,20338983;42,03389831;41,86440678;41,69491525;41,52542373;41,3559322;41,18644068;40,33898305;39,23728814;38,13559322;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Irland;Solar;47,45762712;46,94915254;46,44067797;45,93220339;45,42372881;44,91525424;44,40677966;43,89830508;43,38983051;42,88135593;42,37288136;42,20338983;42,03389831;41,86440678;41,69491525;41,52542373;41,3559322;41,18644068;40,33898305;39,23728814;38,13559322;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Irland;Wind;5,460058125;5,460058125;5,460058125;5,460058125;5,460058125;7,860290625;7,860290625;7,860290625;7,860290625;7,860290625;7,860290625;7,860290625;7,860290625;7,860290625;7,860290625;7,860290625;8,73365625;8,73365625;9,100096875;9,100096875;9,100096875;;;8564428,082;9592346,711;10701646,13;11897894,63;13187013,86;20982578,12;23013302,4;25194642,67;27536583,71;30049732,25;32745354,18;35281707,69;37989833,17;40880566,93;43965399,47;47256513,86;56407584,65;60566698,29;67727958,3;72652237,97;77899625,71
Island;Biomass;47,45762712;46,94915254;46,44067797;45,93220339;45,42372881;44,91525424;44,40677966;43,89830508;43,38983051;42,88135593;42,37288136;42,20338983;42,03389831;41,86440678;41,69491525;41,52542373;41,3559322;41,18644068;40,33898305;39,23728814;38,13559322;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Island;Geothermal;47,45762712;46,94915254;46,44067797;45,93220339;45,42372881;5,308389844;5,308389844;5,308389844;5,308389844;5,308389844;5,308389844;5,308389844;5,308389844;5,308389844;5,308389844;5,308389844;7,641949219;7,641949219;7,641949219;7,641949219;7,641949219;;;0;0;0;0;0;4097,623797;4494,197759;4920,185059;5377,535595;5868,320721;6394,740521;6890,057276;7418,918855;7983,441449;8585,869005;9228,580713;14272,32037;15324,66471;16446,56268;17642,33878;18916,57609
Island;Hydro;47,45762712;46,94915254;46,44067797;45,93220339;45,42372881;0,90916875;0,90916875;0,90916875;0,90916875;0,90916875;0,90916875;0,90916875;0,90916875;1,03498125;1,03498125;1,03498125;1,03498125;1,03498125;1,03498125;2,03406;2,03406;;;0;0;0;0;0;1918,799134;2104,503292;2303,980868;2518,144943;2747,965474;2994,472695;3226,415257;3474,065893;4255,744606;4576,881529;4919,492783;5284,922959;5674,59742;6090,02702;12839,0092;13766,32075
Island;Other RES;47,45762712;46,94915254;46,44067797;45,93220339;45,42372881;44,91525424;44,40677966;43,89830508;43,38983051;42,88135593;42,37288136;42,20338983;42,03389831;41,86440678;41,69491525;41,52542373;41,3559322;41,18644068;40,33898305;39,23728814;38,13559322;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
